"date" "interval" "steps"
"3906" "2012-10-14" 520 0
"4000" "2012-10-14" 525 0
"4079" "2012-10-14" 530 0
"4139" "2012-10-14" 535 0
"4179" "2012-10-14" 540 0
"4224" "2012-10-14" 545 0
"4304" "2012-10-14" 550 18
"4345" "2012-10-14" 555 41
"4452" "2012-10-14" 600 0
"4508" "2012-10-14" 605 0
"4525" "2012-10-14" 610 0
"4593" "2012-10-14" 615 0
"4638" "2012-10-14" 620 0
"4715" "2012-10-14" 625 20
"4811" "2012-10-14" 630 16
"4862" "2012-10-14" 635 37
"4933" "2012-10-14" 640 0
"4976" "2012-10-14" 645 0
"5011" "2012-10-14" 650 0
"5098" "2012-10-14" 655 13
"5133" "2012-10-14" 700 0
"5222" "2012-10-14" 705 0
"5290" "2012-10-14" 710 14
"5324" "2012-10-14" 715 21
"5391" "2012-10-14" 720 0
"5470" "2012-10-14" 725 59
"5511" "2012-10-14" 730 0
"5578" "2012-10-14" 735 28
"5633" "2012-10-14" 740 62
"5687" "2012-10-14" 745 28
"5784" "2012-10-14" 750 15
"5839" "2012-10-14" 755 0
"5908" "2012-10-14" 800 0
"5935" "2012-10-14" 805 0
"6002" "2012-10-14" 810 0
"6050" "2012-10-14" 815 25
"6101" "2012-10-14" 820 63
"6196" "2012-10-14" 825 0
"6278" "2012-10-14" 830 0
"6292" "2012-10-14" 835 52
"6345" "2012-10-14" 840 23
"6408" "2012-10-14" 845 0
"6467" "2012-10-14" 850 0
"6553" "2012-10-14" 855 87
"6621" "2012-10-14" 900 15
"6690" "2012-10-14" 905 0
"6756" "2012-10-14" 910 59
"6783" "2012-10-14" 915 15
"6871" "2012-10-14" 920 0
"6951" "2012-10-14" 925 0
"7004" "2012-10-14" 930 0
"7071" "2012-10-14" 935 19
"7128" "2012-10-14" 940 0
"7155" "2012-10-14" 945 59
"7213" "2012-10-14" 950 78
"7320" "2012-10-14" 955 221
"7378" "2012-10-14" 1000 392
"7433" "2012-10-14" 1005 468
"7499" "2012-10-14" 1010 475
"7561" "2012-10-14" 1015 524
"7607" "2012-10-14" 1020 507
"7686" "2012-10-14" 1025 528
"7746" "2012-10-14" 1030 533
"7798" "2012-10-14" 1035 540
"7824" "2012-10-14" 1040 540
"7927" "2012-10-14" 1045 65
"7991" "2012-10-14" 1050 48
"8000" "2012-10-14" 1055 46
"8081" "2012-10-14" 1100 143
"8136" "2012-10-14" 1105 0
"8193" "2012-10-14" 1110 79
"8291" "2012-10-14" 1115 0
"8340" "2012-10-14" 1120 0
"8405" "2012-10-14" 1125 0
"8473" "2012-10-14" 1130 0
"8506" "2012-10-14" 1135 0
"8563" "2012-10-14" 1140 0
"8615" "2012-10-14" 1145 0
"8670" "2012-10-14" 1150 0
"8729" "2012-10-14" 1155 0
"8807" "2012-10-14" 1200 0
"8885" "2012-10-14" 1205 0
"8943" "2012-10-14" 1210 0
"8997" "2012-10-14" 1215 0
"9035" "2012-10-14" 1220 0
"9090" "2012-10-14" 1225 0
"9157" "2012-10-14" 1230 0
"9269" "2012-10-14" 1235 0
"9320" "2012-10-14" 1240 0
"9355" "2012-10-14" 1245 0
"9399" "2012-10-14" 1250 0
"9467" "2012-10-14" 1255 0
"9534" "2012-10-14" 1300 17
"9635" "2012-10-14" 1305 0
"9692" "2012-10-14" 1310 0
"9752" "2012-10-14" 1315 0
"9805" "2012-10-14" 1320 0
"9828" "2012-10-14" 1325 0
"9900" "2012-10-14" 1330 0
"9949" "2012-10-14" 1335 0
"10026" "2012-10-14" 1340 0
"10118" "2012-10-14" 1345 0
"10184" "2012-10-14" 1350 0
"10236" "2012-10-14" 1355 0
"10272" "2012-10-14" 1400 44
"10325" "2012-10-14" 1405 32
"10372" "2012-10-14" 1410 0
"10480" "2012-10-14" 1415 0
"10520" "2012-10-14" 1420 38
"10577" "2012-10-14" 1425 17
"10622" "2012-10-14" 1430 4
"10697" "2012-10-14" 1435 59
"10780" "2012-10-14" 1440 78
"10824" "2012-10-14" 1445 0
"10873" "2012-10-14" 1450 0
"10926" "2012-10-14" 1455 8
"10981" "2012-10-14" 1500 10
"11073" "2012-10-14" 1505 82
"11114" "2012-10-14" 1510 120
"11209" "2012-10-14" 1515 232
"11263" "2012-10-14" 1520 505
"11304" "2012-10-14" 1525 498
"11402" "2012-10-14" 1530 298
"11456" "2012-10-14" 1535 330
"11511" "2012-10-14" 1540 486
"11575" "2012-10-14" 1545 533
"11619" "2012-10-14" 1550 298
"11689" "2012-10-14" 1555 285
"11743" "2012-10-14" 1600 250
"11799" "2012-10-14" 1605 223
"11868" "2012-10-14" 1610 302
"11922" "2012-10-14" 1615 465
"11976" "2012-10-14" 1620 520
"12070" "2012-10-14" 1625 526
"12136" "2012-10-14" 1630 535
"12169" "2012-10-14" 1635 247
"12238" "2012-10-14" 1640 400
"12278" "2012-10-14" 1645 72
"12359" "2012-10-14" 1650 0
"12413" "2012-10-14" 1655 0
"12486" "2012-10-14" 1700 0
"12552" "2012-10-14" 1705 0
"12608" "2012-10-14" 1710 0
"12635" "2012-10-14" 1715 0
"12720" "2012-10-14" 1720 432
"12755" "2012-10-14" 1725 85
"12866" "2012-10-14" 1730 39
"12932" "2012-10-14" 1735 55
"12987" "2012-10-14" 1740 0
"13045" "2012-10-14" 1745 17
"13073" "2012-10-14" 1750 30
"13154" "2012-10-14" 1755 43
"13179" "2012-10-14" 1800 0
"13255" "2012-10-14" 1805 0
"13346" "2012-10-14" 1810 0
"13374" "2012-10-14" 1815 0
"13441" "2012-10-14" 1820 63
"13533" "2012-10-14" 1825 58
"13554" "2012-10-14" 1830 49
"13648" "2012-10-14" 1835 16
"13689" "2012-10-14" 1840 0
"13731" "2012-10-14" 1845 65
"13793" "2012-10-14" 1850 0
"13877" "2012-10-14" 1855 153
"13935" "2012-10-14" 1900 73
"13988" "2012-10-14" 1905 1
"14046" "2012-10-14" 1910 0
"14094" "2012-10-14" 1915 0
"14156" "2012-10-14" 1920 0
"14238" "2012-10-14" 1925 0
"14278" "2012-10-14" 1930 0
"14364" "2012-10-14" 1935 0
"14397" "2012-10-14" 1940 0
"14513" "2012-10-14" 1945 0
"14554" "2012-10-14" 1950 0
"14607" "2012-10-14" 1955 0
"14682" "2012-10-14" 2000 0
"14736" "2012-10-14" 2005 0
"14816" "2012-10-14" 2010 0
"14858" "2012-10-14" 2015 0
"14942" "2012-10-14" 2020 0
"15005" "2012-10-14" 2025 0
"15051" "2012-10-14" 2030 0
"15127" "2012-10-14" 2035 0
"15187" "2012-10-14" 2040 0
"15215" "2012-10-14" 2045 0
"15269" "2012-10-14" 2050 8
"15372" "2012-10-14" 2055 95
"15422" "2012-10-14" 2100 157
"15494" "2012-10-14" 2105 22
"15551" "2012-10-14" 2110 0
"15598" "2012-10-14" 2115 0
"15667" "2012-10-14" 2120 0
"15710" "2012-10-14" 2125 0
"15797" "2012-10-14" 2130 37
"15858" "2012-10-14" 2135 0
"15912" "2012-10-14" 2140 0
"15965" "2012-10-14" 2145 0
"16010" "2012-10-14" 2150 0
"16065" "2012-10-14" 2155 0
"16132" "2012-10-14" 2200 0
"16177" "2012-10-14" 2205 0
"16242" "2012-10-14" 2210 0
"16290" "2012-10-14" 2215 0
"16398" "2012-10-14" 2220 0
"16467" "2012-10-14" 2225 0
"16489" "2012-10-14" 2230 0
"16555" "2012-10-14" 2235 0
"16612" "2012-10-14" 2240 0
"16665" "2012-10-14" 2245 0
"16731" "2012-10-14" 2250 0
"16819" "2012-10-14" 2255 0
"16859" "2012-10-14" 2300 0
"16904" "2012-10-14" 2305 0
"16961" "2012-10-14" 2310 0
"17029" "2012-10-14" 2315 0
"17102" "2012-10-14" 2320 0
"17185" "2012-10-14" 2325 0
"17216" "2012-10-14" 2330 0
"17311" "2012-10-14" 2335 0
"17352" "2012-10-14" 2340 0
"17395" "2012-10-14" 2345 0
"17449" "2012-10-14" 2350 0
"17516" "2012-10-14" 2355 0
"25" "2012-10-15" 0 0
"79" "2012-10-15" 5 0
"182" "2012-10-15" 10 0
"228" "2012-10-15" 15 0
"251" "2012-10-15" 20 0
"325" "2012-10-15" 25 35
"396" "2012-10-15" 30 0
"485" "2012-10-15" 35 0
"546" "2012-10-15" 40 0
"573" "2012-10-15" 45 0
"655" "2012-10-15" 50 0
"726" "2012-10-15" 55 0
"756" "2012-10-15" 100 0
"849" "2012-10-15" 105 0
"903" "2012-10-15" 110 0
"944" "2012-10-15" 115 0
"981" "2012-10-15" 120 0
"1058" "2012-10-15" 125 0
"1111" "2012-10-15" 130 0
"1163" "2012-10-15" 135 0
"1266" "2012-10-15" 140 0
"1328" "2012-10-15" 145 0
"1358" "2012-10-15" 150 0
"1416" "2012-10-15" 155 0
"1473" "2012-10-15" 200 0
"1533" "2012-10-15" 205 0
"1616" "2012-10-15" 210 0
"1685" "2012-10-15" 215 0
"1728" "2012-10-15" 220 0
"1798" "2012-10-15" 225 0
"1855" "2012-10-15" 230 0
"1905" "2012-10-15" 235 0
"1967" "2012-10-15" 240 0
"2030" "2012-10-15" 245 0
"2111" "2012-10-15" 250 0
"2165" "2012-10-15" 255 0
"2221" "2012-10-15" 300 0
"2289" "2012-10-15" 305 0
"2343" "2012-10-15" 310 0
"2400" "2012-10-15" 315 0
"2441" "2012-10-15" 320 0
"2522" "2012-10-15" 325 0
"2591" "2012-10-15" 330 0
"2659" "2012-10-15" 335 0
"2729" "2012-10-15" 340 16
"2770" "2012-10-15" 345 0
"2851" "2012-10-15" 350 0
"2919" "2012-10-15" 355 0
"2950" "2012-10-15" 400 0
"2996" "2012-10-15" 405 11
"3062" "2012-10-15" 410 24
"3162" "2012-10-15" 415 0
"3220" "2012-10-15" 420 0
"3261" "2012-10-15" 425 0
"3316" "2012-10-15" 430 0
"3397" "2012-10-15" 435 0
"3460" "2012-10-15" 440 0
"3486" "2012-10-15" 445 0
"3540" "2012-10-15" 450 0
"3615" "2012-10-15" 455 0
"3662" "2012-10-15" 500 0
"3722" "2012-10-15" 505 0
"3789" "2012-10-15" 510 0
"3844" "2012-10-15" 515 0
"3922" "2012-10-15" 520 0
"3976" "2012-10-15" 525 0
"4034" "2012-10-15" 530 0
"4117" "2012-10-15" 535 0
"4152" "2012-10-15" 540 0
"4216" "2012-10-15" 545 0
"4307" "2012-10-15" 550 0
"4348" "2012-10-15" 555 0
"4401" "2012-10-15" 600 10
"4455" "2012-10-15" 605 0
"4573" "2012-10-15" 610 0
"4619" "2012-10-15" 615 0
"4686" "2012-10-15" 620 54
"4731" "2012-10-15" 625 0
"4760" "2012-10-15" 630 20
"4855" "2012-10-15" 635 0
"4895" "2012-10-15" 640 90
"4980" "2012-10-15" 645 0
"5033" "2012-10-15" 650 7
"5101" "2012-10-15" 655 0
"5127" "2012-10-15" 700 54
"5200" "2012-10-15" 705 20
"5265" "2012-10-15" 710 0
"5323" "2012-10-15" 715 0
"5390" "2012-10-15" 720 0
"5486" "2012-10-15" 725 64
"5526" "2012-10-15" 730 24
"5594" "2012-10-15" 735 0
"5624" "2012-10-15" 740 68
"5674" "2012-10-15" 745 43
"5735" "2012-10-15" 750 43
"5815" "2012-10-15" 755 81
"5883" "2012-10-15" 800 35
"5924" "2012-10-15" 805 133
"6007" "2012-10-15" 810 99
"6060" "2012-10-15" 815 22
"6105" "2012-10-15" 820 75
"6164" "2012-10-15" 825 72
"6223" "2012-10-15" 830 224
"6334" "2012-10-15" 835 786
"6404" "2012-10-15" 840 315
"6458" "2012-10-15" 845 264
"6485" "2012-10-15" 850 781
"6537" "2012-10-15" 855 757
"6604" "2012-10-15" 900 732
"6652" "2012-10-15" 905 686
"6731" "2012-10-15" 910 592
"6799" "2012-10-15" 915 119
"6839" "2012-10-15" 920 127
"6896" "2012-10-15" 925 21
"6984" "2012-10-15" 930 35
"7036" "2012-10-15" 935 0
"7117" "2012-10-15" 940 0
"7140" "2012-10-15" 945 78
"7215" "2012-10-15" 950 2
"7268" "2012-10-15" 955 0
"7338" "2012-10-15" 1000 0
"7421" "2012-10-15" 1005 0
"7448" "2012-10-15" 1010 0
"7559" "2012-10-15" 1015 0
"7586" "2012-10-15" 1020 0
"7653" "2012-10-15" 1025 0
"7732" "2012-10-15" 1030 0
"7765" "2012-10-15" 1035 0
"7849" "2012-10-15" 1040 0
"7902" "2012-10-15" 1045 0
"7958" "2012-10-15" 1050 0
"8016" "2012-10-15" 1055 0
"8084" "2012-10-15" 1100 0
"8137" "2012-10-15" 1105 0
"8205" "2012-10-15" 1110 0
"8246" "2012-10-15" 1115 0
"8337" "2012-10-15" 1120 0
"8359" "2012-10-15" 1125 0
"8421" "2012-10-15" 1130 0
"8518" "2012-10-15" 1135 38
"8600" "2012-10-15" 1140 37
"8646" "2012-10-15" 1145 193
"8712" "2012-10-15" 1150 25
"8741" "2012-10-15" 1155 0
"8785" "2012-10-15" 1200 0
"8849" "2012-10-15" 1205 0
"8933" "2012-10-15" 1210 29
"9001" "2012-10-15" 1215 71
"9066" "2012-10-15" 1220 73
"9103" "2012-10-15" 1225 8
"9166" "2012-10-15" 1230 6
"9212" "2012-10-15" 1235 38
"9276" "2012-10-15" 1240 0
"9380" "2012-10-15" 1245 0
"9445" "2012-10-15" 1250 0
"9482" "2012-10-15" 1255 0
"9527" "2012-10-15" 1300 0
"9590" "2012-10-15" 1305 0
"9640" "2012-10-15" 1310 0
"9728" "2012-10-15" 1315 0
"9782" "2012-10-15" 1320 0
"9829" "2012-10-15" 1325 0
"9907" "2012-10-15" 1330 0
"9951" "2012-10-15" 1335 0
"10015" "2012-10-15" 1340 0
"10098" "2012-10-15" 1345 0
"10139" "2012-10-15" 1350 0
"10237" "2012-10-15" 1355 0
"10291" "2012-10-15" 1400 0
"10358" "2012-10-15" 1405 0
"10398" "2012-10-15" 1410 0
"10469" "2012-10-15" 1415 0
"10526" "2012-10-15" 1420 0
"10602" "2012-10-15" 1425 0
"10660" "2012-10-15" 1430 0
"10723" "2012-10-15" 1435 0
"10744" "2012-10-15" 1440 0
"10853" "2012-10-15" 1445 0
"10897" "2012-10-15" 1450 0
"10925" "2012-10-15" 1455 0
"11004" "2012-10-15" 1500 0
"11060" "2012-10-15" 1505 64
"11145" "2012-10-15" 1510 82
"11211" "2012-10-15" 1515 0
"11240" "2012-10-15" 1520 0
"11295" "2012-10-15" 1525 4
"11390" "2012-10-15" 1530 0
"11430" "2012-10-15" 1535 0
"11522" "2012-10-15" 1540 0
"11546" "2012-10-15" 1545 0
"11610" "2012-10-15" 1550 0
"11653" "2012-10-15" 1555 19
"11746" "2012-10-15" 1600 0
"11787" "2012-10-15" 1605 0
"11836" "2012-10-15" 1610 58
"11947" "2012-10-15" 1615 94
"11969" "2012-10-15" 1620 0
"12047" "2012-10-15" 1625 0
"12102" "2012-10-15" 1630 0
"12171" "2012-10-15" 1635 0
"12226" "2012-10-15" 1640 0
"12309" "2012-10-15" 1645 0
"12363" "2012-10-15" 1650 0
"12431" "2012-10-15" 1655 0
"12449" "2012-10-15" 1700 0
"12540" "2012-10-15" 1705 0
"12572" "2012-10-15" 1710 0
"12667" "2012-10-15" 1715 0
"12712" "2012-10-15" 1720 0
"12774" "2012-10-15" 1725 0
"12829" "2012-10-15" 1730 0
"12897" "2012-10-15" 1735 0
"12967" "2012-10-15" 1740 0
"13024" "2012-10-15" 1745 4
"13091" "2012-10-15" 1750 0
"13145" "2012-10-15" 1755 0
"13222" "2012-10-15" 1800 30
"13267" "2012-10-15" 1805 0
"13323" "2012-10-15" 1810 7
"13377" "2012-10-15" 1815 0
"13447" "2012-10-15" 1820 32
"13501" "2012-10-15" 1825 54
"13596" "2012-10-15" 1830 83
"13637" "2012-10-15" 1835 0
"13665" "2012-10-15" 1840 203
"13784" "2012-10-15" 1845 581
"13840" "2012-10-15" 1850 55
"13896" "2012-10-15" 1855 310
"13937" "2012-10-15" 1900 437
"13979" "2012-10-15" 1905 0
"14080" "2012-10-15" 1910 46
"14118" "2012-10-15" 1915 0
"14209" "2012-10-15" 1920 0
"14241" "2012-10-15" 1925 50
"14309" "2012-10-15" 1930 0
"14382" "2012-10-15" 1935 0
"14445" "2012-10-15" 1940 0
"14489" "2012-10-15" 1945 0
"14575" "2012-10-15" 1950 0
"14631" "2012-10-15" 1955 0
"14694" "2012-10-15" 2000 0
"14739" "2012-10-15" 2005 0
"14823" "2012-10-15" 2010 0
"14848" "2012-10-15" 2015 65
"14936" "2012-10-15" 2020 0
"14966" "2012-10-15" 2025 0
"15066" "2012-10-15" 2030 0
"15086" "2012-10-15" 2035 0
"15149" "2012-10-15" 2040 0
"15232" "2012-10-15" 2045 0
"15259" "2012-10-15" 2050 0
"15355" "2012-10-15" 2055 0
"15420" "2012-10-15" 2100 22
"15467" "2012-10-15" 2105 8
"15534" "2012-10-15" 2110 0
"15565" "2012-10-15" 2115 9
"15617" "2012-10-15" 2120 0
"15709" "2012-10-15" 2125 0
"15749" "2012-10-15" 2130 152
"15807" "2012-10-15" 2135 406
"15911" "2012-10-15" 2140 86
"15979" "2012-10-15" 2145 0
"16027" "2012-10-15" 2150 8
"16093" "2012-10-15" 2155 17
"16147" "2012-10-15" 2200 0
"16195" "2012-10-15" 2205 0
"16247" "2012-10-15" 2210 0
"16340" "2012-10-15" 2215 0
"16384" "2012-10-15" 2220 0
"16465" "2012-10-15" 2225 0
"16507" "2012-10-15" 2230 0
"16563" "2012-10-15" 2235 0
"16608" "2012-10-15" 2240 0
"16711" "2012-10-15" 2245 0
"16773" "2012-10-15" 2250 0
"16827" "2012-10-15" 2255 0
"16877" "2012-10-15" 2300 0
"16946" "2012-10-15" 2305 16
"16964" "2012-10-15" 2310 0
"17028" "2012-10-15" 2315 0
"17139" "2012-10-15" 2320 0
"17179" "2012-10-15" 2325 0
"17234" "2012-10-15" 2330 0
"17314" "2012-10-15" 2335 0
"17372" "2012-10-15" 2340 0
"17426" "2012-10-15" 2345 0
"17494" "2012-10-15" 2350 0
"17561" "2012-10-15" 2355 0
"47" "2012-10-16" 0 0
"88" "2012-10-16" 5 0
"167" "2012-10-16" 10 0
"208" "2012-10-16" 15 0
"277" "2012-10-16" 20 0
"318" "2012-10-16" 25 0
"367" "2012-10-16" 30 0
"482" "2012-10-16" 35 0
"500" "2012-10-16" 40 0
"601" "2012-10-16" 45 0
"632" "2012-10-16" 50 0
"691" "2012-10-16" 55 0
"744" "2012-10-16" 100 0
"798" "2012-10-16" 105 0
"859" "2012-10-16" 110 0
"920" "2012-10-16" 115 0
"1016" "2012-10-16" 120 0
"1047" "2012-10-16" 125 0
"1127" "2012-10-16" 130 0
"1164" "2012-10-16" 135 0
"1227" "2012-10-16" 140 4
"1290" "2012-10-16" 145 0
"1396" "2012-10-16" 150 0
"1431" "2012-10-16" 155 0
"1498" "2012-10-16" 200 0
"1564" "2012-10-16" 205 0
"1607" "2012-10-16" 210 0
"1653" "2012-10-16" 215 0
"1746" "2012-10-16" 220 0
"1827" "2012-10-16" 225 0
"1854" "2012-10-16" 230 0
"1899" "2012-10-16" 235 12
"1990" "2012-10-16" 240 0
"2072" "2012-10-16" 245 0
"2094" "2012-10-16" 250 0
"2171" "2012-10-16" 255 0
"2211" "2012-10-16" 300 0
"2265" "2012-10-16" 305 0
"2323" "2012-10-16" 310 0
"2438" "2012-10-16" 315 0
"2460" "2012-10-16" 320 0
"2514" "2012-10-16" 325 0
"2596" "2012-10-16" 330 0
"2651" "2012-10-16" 335 0
"2730" "2012-10-16" 340 0
"2783" "2012-10-16" 345 0
"2844" "2012-10-16" 350 0
"2884" "2012-10-16" 355 0
"2953" "2012-10-16" 400 0
"3020" "2012-10-16" 405 0
"3060" "2012-10-16" 410 0
"3156" "2012-10-16" 415 0
"3197" "2012-10-16" 420 0
"3267" "2012-10-16" 425 0
"3333" "2012-10-16" 430 0
"3375" "2012-10-16" 435 0
"3431" "2012-10-16" 440 0
"3485" "2012-10-16" 445 0
"3543" "2012-10-16" 450 0
"3620" "2012-10-16" 455 0
"3669" "2012-10-16" 500 0
"3759" "2012-10-16" 505 0
"3801" "2012-10-16" 510 12
"3868" "2012-10-16" 515 0
"3927" "2012-10-16" 520 0
"4005" "2012-10-16" 525 0
"4054" "2012-10-16" 530 0
"4103" "2012-10-16" 535 0
"4161" "2012-10-16" 540 0
"4225" "2012-10-16" 545 0
"4311" "2012-10-16" 550 12
"4353" "2012-10-16" 555 0
"4419" "2012-10-16" 600 0
"4474" "2012-10-16" 605 17
"4532" "2012-10-16" 610 0
"4584" "2012-10-16" 615 0
"4655" "2012-10-16" 620 0
"4710" "2012-10-16" 625 0
"4776" "2012-10-16" 630 58
"4856" "2012-10-16" 635 178
"4885" "2012-10-16" 640 15
"4950" "2012-10-16" 645 55
"5005" "2012-10-16" 650 55
"5070" "2012-10-16" 655 83
"5134" "2012-10-16" 700 29
"5213" "2012-10-16" 705 57
"5255" "2012-10-16" 710 13
"5327" "2012-10-16" 715 38
"5373" "2012-10-16" 720 166
"5439" "2012-10-16" 725 65
"5503" "2012-10-16" 730 86
"5560" "2012-10-16" 735 58
"5630" "2012-10-16" 740 135
"5683" "2012-10-16" 745 119
"5745" "2012-10-16" 750 0
"5799" "2012-10-16" 755 80
"5864" "2012-10-16" 800 146
"5919" "2012-10-16" 805 89
"5998" "2012-10-16" 810 317
"6080" "2012-10-16" 815 758
"6121" "2012-10-16" 820 750
"6187" "2012-10-16" 825 721
"6232" "2012-10-16" 830 697
"6298" "2012-10-16" 835 743
"6383" "2012-10-16" 840 755
"6423" "2012-10-16" 845 737
"6492" "2012-10-16" 850 495
"6536" "2012-10-16" 855 385
"6611" "2012-10-16" 900 36
"6659" "2012-10-16" 905 31
"6712" "2012-10-16" 910 71
"6792" "2012-10-16" 915 0
"6864" "2012-10-16" 920 56
"6908" "2012-10-16" 925 100
"6974" "2012-10-16" 930 0
"7075" "2012-10-16" 935 0
"7110" "2012-10-16" 940 0
"7188" "2012-10-16" 945 29
"7208" "2012-10-16" 950 0
"7276" "2012-10-16" 955 0
"7342" "2012-10-16" 1000 0
"7412" "2012-10-16" 1005 0
"7466" "2012-10-16" 1010 16
"7525" "2012-10-16" 1015 433
"7606" "2012-10-16" 1020 143
"7660" "2012-10-16" 1025 7
"7691" "2012-10-16" 1030 232
"7756" "2012-10-16" 1035 0
"7828" "2012-10-16" 1040 0
"7872" "2012-10-16" 1045 0
"7932" "2012-10-16" 1050 0
"8001" "2012-10-16" 1055 46
"8069" "2012-10-16" 1100 0
"8139" "2012-10-16" 1105 0
"8207" "2012-10-16" 1110 0
"8237" "2012-10-16" 1115 0
"8303" "2012-10-16" 1120 0
"8370" "2012-10-16" 1125 0
"8424" "2012-10-16" 1130 0
"8509" "2012-10-16" 1135 0
"8588" "2012-10-16" 1140 0
"8633" "2012-10-16" 1145 0
"8673" "2012-10-16" 1150 0
"8735" "2012-10-16" 1155 0
"8793" "2012-10-16" 1200 0
"8852" "2012-10-16" 1205 0
"8947" "2012-10-16" 1210 36
"9003" "2012-10-16" 1215 0
"9047" "2012-10-16" 1220 16
"9123" "2012-10-16" 1225 92
"9158" "2012-10-16" 1230 96
"9222" "2012-10-16" 1235 0
"9304" "2012-10-16" 1240 56
"9373" "2012-10-16" 1245 0
"9440" "2012-10-16" 1250 21
"9471" "2012-10-16" 1255 308
"9530" "2012-10-16" 1300 120
"9584" "2012-10-16" 1305 0
"9674" "2012-10-16" 1310 0
"9705" "2012-10-16" 1315 0
"9784" "2012-10-16" 1320 0
"9850" "2012-10-16" 1325 81
"9904" "2012-10-16" 1330 11
"9997" "2012-10-16" 1335 57
"10064" "2012-10-16" 1340 0
"10113" "2012-10-16" 1345 0
"10154" "2012-10-16" 1350 0
"10208" "2012-10-16" 1355 0
"10257" "2012-10-16" 1400 0
"10329" "2012-10-16" 1405 0
"10400" "2012-10-16" 1410 28
"10440" "2012-10-16" 1415 41
"10502" "2012-10-16" 1420 179
"10569" "2012-10-16" 1425 143
"10627" "2012-10-16" 1430 13
"10677" "2012-10-16" 1435 0
"10747" "2012-10-16" 1440 0
"10828" "2012-10-16" 1445 0
"10861" "2012-10-16" 1450 0
"10935" "2012-10-16" 1455 0
"10985" "2012-10-16" 1500 0
"11042" "2012-10-16" 1505 211
"11129" "2012-10-16" 1510 0
"11198" "2012-10-16" 1515 168
"11238" "2012-10-16" 1520 0
"11294" "2012-10-16" 1525 8
"11378" "2012-10-16" 1530 0
"11419" "2012-10-16" 1535 0
"11500" "2012-10-16" 1540 0
"11533" "2012-10-16" 1545 0
"11609" "2012-10-16" 1550 0
"11652" "2012-10-16" 1555 0
"11717" "2012-10-16" 1600 0
"11789" "2012-10-16" 1605 0
"11870" "2012-10-16" 1610 0
"11923" "2012-10-16" 1615 0
"11992" "2012-10-16" 1620 0
"12032" "2012-10-16" 1625 0
"12088" "2012-10-16" 1630 0
"12159" "2012-10-16" 1635 0
"12215" "2012-10-16" 1640 10
"12281" "2012-10-16" 1645 0
"12348" "2012-10-16" 1650 0
"12393" "2012-10-16" 1655 0
"12461" "2012-10-16" 1700 260
"12511" "2012-10-16" 1705 464
"12584" "2012-10-16" 1710 0
"12679" "2012-10-16" 1715 15
"12746" "2012-10-16" 1720 7
"12800" "2012-10-16" 1725 20
"12845" "2012-10-16" 1730 0
"12899" "2012-10-16" 1735 0
"12940" "2012-10-16" 1740 15
"13013" "2012-10-16" 1745 0
"13077" "2012-10-16" 1750 0
"13147" "2012-10-16" 1755 0
"13203" "2012-10-16" 1800 86
"13257" "2012-10-16" 1805 24
"13306" "2012-10-16" 1810 26
"13360" "2012-10-16" 1815 19
"13422" "2012-10-16" 1820 17
"13482" "2012-10-16" 1825 0
"13558" "2012-10-16" 1830 26
"13627" "2012-10-16" 1835 107
"13667" "2012-10-16" 1840 513
"13734" "2012-10-16" 1845 318
"13790" "2012-10-16" 1850 325
"13849" "2012-10-16" 1855 467
"13912" "2012-10-16" 1900 494
"13981" "2012-10-16" 1905 426
"14037" "2012-10-16" 1910 70
"14134" "2012-10-16" 1915 67
"14188" "2012-10-16" 1920 45
"14228" "2012-10-16" 1925 39
"14295" "2012-10-16" 1930 60
"14341" "2012-10-16" 1935 19
"14439" "2012-10-16" 1940 63
"14492" "2012-10-16" 1945 39
"14545" "2012-10-16" 1950 0
"14599" "2012-10-16" 1955 0
"14646" "2012-10-16" 2000 0
"14712" "2012-10-16" 2005 0
"14773" "2012-10-16" 2010 0
"14836" "2012-10-16" 2015 0
"14889" "2012-10-16" 2020 0
"14949" "2012-10-16" 2025 0
"15043" "2012-10-16" 2030 0
"15097" "2012-10-16" 2035 0
"15179" "2012-10-16" 2040 0
"15197" "2012-10-16" 2045 0
"15261" "2012-10-16" 2050 88
"15328" "2012-10-16" 2055 0
"15386" "2012-10-16" 2100 0
"15443" "2012-10-16" 2105 0
"15498" "2012-10-16" 2110 0
"15603" "2012-10-16" 2115 0
"15644" "2012-10-16" 2120 0
"15721" "2012-10-16" 2125 0
"15766" "2012-10-16" 2130 0
"15837" "2012-10-16" 2135 0
"15882" "2012-10-16" 2140 0
"15959" "2012-10-16" 2145 0
"16002" "2012-10-16" 2150 0
"16069" "2012-10-16" 2155 0
"16136" "2012-10-16" 2200 0
"16193" "2012-10-16" 2205 0
"16234" "2012-10-16" 2210 0
"16302" "2012-10-16" 2215 0
"16370" "2012-10-16" 2220 74
"16427" "2012-10-16" 2225 0
"16481" "2012-10-16" 2230 0
"16548" "2012-10-16" 2235 0
"16599" "2012-10-16" 2240 0
"16673" "2012-10-16" 2245 0
"16741" "2012-10-16" 2250 0
"16787" "2012-10-16" 2255 0
"16879" "2012-10-16" 2300 0
"16933" "2012-10-16" 2305 0
"17018" "2012-10-16" 2310 0
"17073" "2012-10-16" 2315 0
"17131" "2012-10-16" 2320 0
"17189" "2012-10-16" 2325 0
"17260" "2012-10-16" 2330 56
